11	13
11	10
10	21
11	9
11	11
11	3
11	14
11	5
11	8
11	12
11	15
11	13
11	7
11	10
11	19
11	9
11	11
11	6
11	8
11	16
11	12
11	4
11	14
11	10
11	13
11	7
11	11
11	9
11	8
11	20
11	17
11	12
11	10
11	7
11	11
11	5
11	18
11	9
11	15
11	6
11	13
11	14
11	12
11	8
11	7
11	10
11	11
11	9
11	16
10	21
11	5
11	6
11	17
11	4
11	15
11	10
11	12
11	8
11	13
11	9
11	7
11	11
11	14
11	16
11	10
11	6
11	8
11	15
11	12
11	9
11	11
11	13
11	19
11	7
11	10
11	5
11	14
11	8
11	18
11	9
11	11
11	3
11	12
11	20
11	10
11	6
11	8
11	7
9	21
11	9
11	13
11	11
11	14
11	12
11	8
11	7
11	15
11	5
11	10
11	13
11	16
11	4
11	9
11	6
11	14
11	12
11	17
11	2
11	11
11	10
11	13
11	8
11	9
11	7
11	18
11	6
8	21
11	11
11	15
11	16
11	10
11	9
11	8
11	7
11	5
11	12
11	14
11	13
11	11
11	17
11	10
11	8
11	9
11	6
10	21
11	7
11	12
11	15
11	19
11	11
11	8
11	10
11	9
11	12
11	13
11	4
11	14
11	11
11	10
11	5
6	21
11	9
11	16
11	6
11	12
11	7
11	15
11	8
11	13
11	14
11	11
11	9
11	5
11	10
11	17
11	16
11	6
11	7
11	12
11	8
11	13
11	3
11	20
11	11
11	10
11	9
11	14
11	4
11	7
11	12
11	15
11	18
11	8
11	11
11	9
11	6
11	13
11	7
11	10
11	14
11	19
11	8
11	12
11	11
11	9
11	17
11	10
11	5
11	15
11	6
11	16
11	8
11	13
11	11
11	7
11	10
9	21
11	9
11	12
11	1
11	8
11	14
11	13
11	5
11	18
11	6
11	10
10	21
11	11
11	9
11	7
11	15
11	12
11	16
11	10
11	4
11	8
11	13
11	14
11	6
11	9
11	11
11	12
11	7
11	17
11	5
11	10
11	15
11	20
11	8
11	9
11	13
11	7
11	11
11	14
11	6
11	12
11	16
11	10
11	8
11	13
11	3
11	9
11	18
11	15
11	11
11	7
11	12
11	10
11	14
11	17
11	4
11	8
11	5
11	16
11	9
11	11
11	12
11	10
11	6
11	13
11	8
11	19
11	7
11	9
11	14
11	11
11	4
11	12
11	10
10	21
11	6
11	15
11	8
11	18
11	9
11	11
11	5
11	13
11	7
11	12
11	10
9	21
11	9
11	14
11	8
11	17
11	7
11	15
11	6
11	11
11	10
11	13
11	16
11	9
11	8
11	5
11	12
11	19
11	7
11	11
11	14
11	6
11	10
11	13
11	3
11	9
11	12
11	20
11	8
11	7
11	11
11	15
11	10
11	17
11	9
11	8
11	6
11	13
11	12
11	14
11	4
11	16
11	11
11	15
11	5
11	10
11	9
11	7
11	13
11	12
11	8
8	21
11	11
11	18
11	6
11	9
11	5
11	10
11	14
11	16
11	7
11	13
11	8
11	11
11	19
11	12
11	9
11	10
11	6
11	14
11	7
10	21
11	2
11	8
11	15
11	17
11	11
11	10
11	4
11	9
11	8
11	12
11	7
11	13
11	14
11	11
11	10
11	9
11	6
11	5
11	16
11	18
11	8
11	15
11	17
11	12
11	7
11	11
11	10
11	9
11	6
11	13
11	14
11	16
11	8
11	5
11	12
11	11
11	10
11	20
11	4
11	13
11	9
11	15
11	7
11	18
11	12
11	8
11	6
11	10
11	11
11	9
11	14
11	13
11	7
11	12
11	3
11	8
11	19
11	10
11	15
11	11
11	9
11	7
11	13
11	17
11	5
11	12
11	10
11	16
11	6
11	14
11	8
11	9
11	7
11	15
11	11
11	13
11	12
11	10
11	6
10	21
11	4
11	8
11	11
7	21
11	5
9	21
11	9
11	14
11	16
11	10
11	7
11	12
11	8
11	13
11	9
11	11
11	6
11	14
11	10
11	15
11	17
11	12
11	3
11	5
11	8
11	20
11	7
11	9
11	11
11	13
11	10
11	18
11	8
11	9
11	14
11	7
11	16
11	11
11	4
11	6
11	12
11	19
11	10
11	8
11	13
11	9
11	15
11	17
11	7
11	5
11	11
11	12
11	6
11	10
11	8
11	14
11	13
10	21
11	9
11	15
11	7
11	11
11	6
11	12
11	4
11	10
11	16
11	18
11	9
11	13
11	8
11	11
11	12
11	14
11	5
11	10
11	7
11	15
11	9
11	13
11	8
11	6
11	17
11	19
11	11
11	12
11	5
11	10
11	9
11	14
11	3
11	8
11	16
9	21
11	7
11	18
11	13
11	11
11	9
11	10
11	8
11	12
11	6
11	15
11	7
11	14
11	11
11	9
11	4
11	17
11	10
11	12
11	8
11	6
11	16
11	13
11	7
11	11
11	15
11	5
11	10
11	14
11	9
11	12
11	8
11	7
11	13
11	11
11	2
11	6
11	20
11	19
11	10
11	9
11	8
11	18
11	14
11	11
11	5
11	10
11	9
8	21
11	12
11	13
11	7
11	15
11	8
11	16
11	11
11	10
11	4
11	6
11	9
11	12
11	13
11	7
11	17
10	21
11	5
11	11
11	8
11	14
11	10
11	9
11	15
11	12
11	6
11	13
11	16
11	11
11	7
11	8
11	10
11	14
11	9
11	20
11	4
11	12
11	6
11	17
11	10
11	11
11	3
11	15
11	7
11	13
11	8
11	9
9	21
11	12
11	14
11	5
11	10
11	7
11	11
7	21
11	8
11	9
11	16
11	13
11	6
11	15
11	12
11	10
11	5
11	8
11	11
11	18
11	7
11	9
11	14
11	17
11	13
11	12
11	8
11	10
11	6
11	11
11	7
11	16
11	9
11	14
11	4
11	13
11	12
11	10
11	8
11	15
11	6
11	9
11	5
11	11
11	19
11	18
11	12
11	10
11	7
11	9
11	8
11	16
11	3
11	14
11	11
11	13
11	15
11	10
11	6
11	7
11	9
11	17
11	12
11	11
11	8
11	14
11	5
10	21
11	4
11	13
11	7
11	19
11	9
11	10
11	12
11	20
11	8
11	11
11	6
11	15
11	7
11	13
11	9
11	10
11	16
11	8
11	11
11	12
11	14
11	18
11	2
11	5
11	17
11	9
11	6
11	10
11	8
11	13
11	11
11	15
11	7
11	12
11	14
11	9
11	10
11	13
11	4
11	6
10	21
8	21
11	8
11	11
11	7
11	12
11	10
11	16
11	5
11	9
11	14
11	15
11	13
11	8
11	6
11	11
11	10
11	17
11	7
11	12
11	16
11	9
11	8
11	11
11	5
11	19
11	14
11	18
11	10
11	7
11	9
11	12
11	11
11	13
11	3
11	15
11	4
11	10
11	6
11	8
11	20
11	12
11	9
11	14
11	7
11	16
11	11
11	6
11	10
11	8
11	5
11	13
11	15
11	17
11	9
11	12
11	11
11	10
11	7
11	8
11	18
11	13
11	9
11	6
11	12
9	21
11	11
11	7
11	5
11	14
11	10
11	15
11	8
11	9
11	16
11	19
11	13
11	11
11	7
11	4
11	10
11	12
11	6
11	14
11	8
11	9
11	17
11	13
11	3
11	11
11	15
11	10
11	12
11	8
11	5
11	7
11	9
11	14
11	13
6	21
11	11
10	21
11	8
11	10
11	6
11	9
11	12
11	16
11	7
11	17
11	4
11	14
11	15
11	8
11	10
11	9
11	6
11	11
11	5
11	13
11	12
11	16
11	7
11	18
11	10
11	9
11	8
11	11
11	14
11	12
11	6
11	13
11	15
11	10
11	7
11	19
11	4
11	8
11	9
11	11
11	17
11	12
11	5
11	13
11	10
11	20
11	7
11	9
11	6
9	21
11	11
11	14
11	8
11	12
11	15
11	16
11	5
11	10
11	9
11	7
11	11
11	13
11	8
11	18
11	6
11	14
11	12
8	21
11	9
11	7
11	10
10	21
11	8
11	11
11	3
11	13
11	12
11	10
11	6
11	15
11	14
11	9
11	4
11	8
11	11
11	13
11	16
11	17
11	10
11	7
11	5
11	9
11	8
11	12
11	18
11	11
11	14
11	13
11	6
11	10
11	2
11	7
11	12
11	15
11	9
11	16
11	5
11	8
11	11
11	17
11	14
11	10
11	7
11	12
11	6
11	19
11	9
11	8
11	11
11	13
11	20
11	10
11	7
11	15
11	9
11	11
11	4
11	16
11	6
11	12
11	14
11	10
11	8
11	9
11	13
11	15
11	11
11	18
11	5
11	7
11	17
11	10
11	6
11	8
11	9
11	12
11	13
11	14
11	11
11	7
11	15
11	10
11	8
11	5
11	3
11	4
11	16
10	21
11	12
11	9
11	13
11	11
11	8
11	14
11	6
11	7
11	10
11	19
11	20
11	9
11	12
11	11
11	8
11	13
11	6
11	18
11	10
11	17
11	7
11	9
11	5
11	12
11	14
11	15
11	11
11	16
11	8
11	10
11	9
11	13
11	4
11	19
11	7
11	12
11	6
11	14
11	11
11	8
11	10
9	21
11	9
11	13
11	5
11	12
11	15
11	7
11	3
11	6
11	11
11	17
11	10
11	16
11	9
11	14
11	8
11	12
11	7
11	11
11	10
11	9
11	13
11	18
11	8
11	15
11	5
11	16
10	21
11	12
11	6
11	9
11	10
11	11
11	7
11	13
11	8
11	4
11	14
11	15
11	12
11	10
11	9
11	7
11	6
11	11
11	5
11	17
11	13
11	16
11	8
11	14
11	12
11	9
11	7
11	10
11	11
11	6
11	15
11	20
11	8
11	18
11	4
11	13
11	14
7	21
11	9
11	10
11	5
11	7
11	11
11	8
11	12
11	13
11	10
11	19
11	6
11	17
11	9
11	8
11	7
11	11
11	12
11	14
11	10
11	13
11	15
11	9
11	5
11	8
11	11
11	16
11	12
10	21
11	2
11	6
11	10
9	21
11	9
11	14
11	3
11	11
11	7
11	17
11	8
11	12
11	10
11	9
11	13
11	15
11	6
11	4
11	16
5	21
11	7
11	11
11	12
11	10
11	8
11	14
11	9
11	13
11	5
11	7
11	11
11	15
11	10
11	8
11	18
11	12
11	6
11	19
11	9
11	7
11	11
11	13
11	10
11	16
11	8
11	14
11	5
11	9
11	6
11	12
11	11
11	15
11	13
11	10
11	4
11	8
11	7
11	20
11	14
11	9
11	11
11	17
11	12
11	10
11	5
11	8
11	6
11	16
11	15
8	21
11	7
11	9
11	13
11	12
11	11
11	8
11	10
11	14
11	6
11	18
11	4
11	17
11	9
11	13
11	7
11	11
11	12
11	10
11	19
11	8
11	3
11	14
11	9
11	7
11	13
11	11
11	12
11	5
11	10
11	16
11	9
11	15
11	1
11	6
11	18
11	14
11	8
11	11
11	7
11	10
11	9
11	13
11	12
11	8
11	17
11	15
11	6
11	11
11	5
11	9
11	16
10	21
11	10
11	20
11	7
11	13
11	8
11	12
11	6
11	4
11	11
11	14
11	15
11	10
11	9
11	7
11	19
11	13
11	8
11	12
11	11
11	18
11	9
11	10
11	5
11	14
11	8
11	16
11	6
11	15
11	7
11	12
11	11
11	13
11	3
11	10
11	9
11	14
11	8
11	17
11	7
11	12
11	5
10	21
11	10
11	11
11	4
11	9
11	16
11	13
11	6
11	8
11	12
9	21
11	7
11	15
11	10
11	14
11	9
11	11
11	6
11	8
11	13
11	10
11	12
11	20
11	9
11	17
11	5
11	16
11	7
11	11
11	8
11	6
11	14
11	13
11	12
11	10
11	9
11	4
11	11
11	15
11	7
11	18
11	14
11	8
11	10
11	9
11	5
11	13
11	11
11	17
11	12
11	6
11	7
11	10
11	15
11	8
11	16
11	13
11	9
11	19
11	7
11	11
11	5
11	12
11	10
10	21
11	8
11	14
11	3
11	6
11	15
11	9
11	11
9	21
11	12
11	18
11	4
11	10
11	8
11	7
11	13
11	9
11	6
11	14
11	16
11	11
11	12
11	10
11	8
11	9
11	7
11	17
11	15
11	13
11	2
11	11
11	14
11	10
11	5
11	8
11	6
11	12
11	9
11	19
11	13
11	18
11	7
11	11
11	10
11	16
11	8
11	5
11	15
11	12
11	9
11	14
11	7
11	11
11	10
11	13
11	6
11	17
11	4
11	20
11	9
11	12
11	8
11	14
11	11
11	10
11	13
8	21
11	7
11	6
11	9
11	12
11	5
11	16
11	15
11	8
11	11
11	19
11	7
11	9
11	10
11	17
11	13
11	6
11	4
11	8
11	12
11	14
11	11
11	9
11	10
11	15
11	7
11	18
11	3
11	8
11	11
11	13
11	12
11	9
11	5
11	10
11	14
11	16
11	8
11	7
11	15
11	11
11	6
10	21
11	9
11	10
11	17
7	21
11	8
11	7
11	12
11	13
11	6
11	11
11	5
11	14
11	10
11	9
11	16
11	15
11	8
11	7
11	12
11	13
11	11
11	10
11	4
11	6
11	5
11	20
11	9
11	14
11	12
11	13
11	8
11	18
11	7
11	10
11	16
11	11
11	14
11	9
11	3
11	6
11	12
11	13
11	10
11	11
9	21
11	8
11	9
11	15
11	7
11	4
11	12
11	19
11	10
11	17
11	8
11	9
11	13
10	21
11	5
11	11
11	12
11	10
11	6
11	14
11	7
11	8
11	15
11	16
11	11
11	9
11	13
11	10
11	6
11	17
11	5
11	7
11	4
11	12
11	14
11	18
11	8
11	9
11	11
11	19
11	7
11	20
11	6
11	15
11	10
11	12
11	5
11	8
11	9
11	13
11	11
11	14
11	16
11	10
11	8
11	12
11	7
11	9
11	11
11	15
11	13
11	14
11	8
11	10
11	6
11	17
11	9
11	7
11	11
11	12
11	13
8	21
11	8
11	18
11	9
11	3
11	5
11	10
11	4
11	16
11	12
11	11
11	6
11	13
11	2
11	7
11	14
11	15
11	10
11	9
10	21
11	8
11	12
11	11
11	7
11	10
11	9
11	16
11	13
11	14
11	6
11	17
11	8
11	15
11	11
11	18
11	5
11	7
11	9
11	10
11	12
11	8
11	13
11	19
11	6
11	14
11	11
11	9
11	7
11	10
11	8
11	16
11	12
11	15
11	17
11	11
11	4
11	5
11	9
11	10
11	13
9	21
11	6
11	12
11	7
11	14
11	8
11	15
11	11
11	9
11	10
11	20
11	5
11	12
11	6
11	8
11	13
11	14
11	11
11	4
11	18
11	16
11	7
11	10
11	9
11	8
11	12
11	15
11	11
11	13
11	6
11	7
11	10
11	14
11	9
11	8
11	12
11	17
11	11
10	21
11	3
11	10
11	7
11	9
11	5
11	13
11	16
11	12
11	6
11	11
11	10
11	8
11	14
11	19
11	7
11	20
11	9
11	5
11	15
11	13
11	17
11	8
11	10
11	11
11	6
11	12
11	4
11	16
11	9
11	14
11	13
11	15
11	7
11	8
11	10
11	11
11	12
11	6
11	9
11	18
11	13
11	19
11	5
11	10
11	7
9	21
11	8
11	11
11	9
11	14
11	12
11	15
11	3
11	10
11	6
11	13
11	7
11	8
11	11
11	9
11	12
11	16
11	14
11	17
11	2
11	4
11	8
11	15
11	7
11	10
11	13
11	9
11	11
11	12
11	6
11	14
11	10
11	18
11	8
10	21
11	5
11	7
11	9
11	16
11	11
11	12
11	17
11	10
11	6
11	13
11	8
11	5
11	9
6	21
11	11
11	15
11	12
11	7
11	10
11	14
11	8
8	21
11	9
11	6
11	18
11	11
11	4
11	13
11	10
11	12
11	7
11	9
11	16
11	14
11	15
11	19
11	5
11	8
11	11
11	7
11	13
11	10
11	9
11	6
11	12
11	20
11	8
11	17
11	4
11	11
11	13
11	14
11	3
11	9
11	7
11	10
11	12
11	15
11	8
11	11
11	6
11	16
11	5
11	13
11	10
11	9
11	12
10	21
11	8
11	17
11	7
11	14
11	11
11	9
11	6
11	10
11	15
11	13
11	12
11	8
11	11
11	5
11	7
11	18
11	9
11	16
11	10
11	14
11	8
11	11
11	4
11	6
11	19
9	21
11	13
11	10
11	7
11	9
11	12
11	8
11	11
11	15
11	14
11	20
11	7
11	10
11	5
11	12
11	9
11	16
11	6
11	8
11	3
11	13
11	17
11	11
11	10
11	9
11	7
11	14
11	6
11	12
11	5
11	13
11	15
11	11
11	10
11	8
11	9
11	16
11	18
11	19
11	4
11	12
11	11
11	10
11	8
11	14
11	7
11	6
11	13
11	15
11	9
11	12
11	5
11	11
11	10
11	17
11	8
11	14
11	7
11	16
11	9
11	13
11	12
11	4
7	21
11	15
11	8
11	10
11	11
11	6
11	7
11	9
11	13
11	18
11	12
11	17
11	8
11	10
11	6
11	7
11	11
11	9
10	21
11	14
11	5
11	13
11	12
11	8
11	7
11	15
11	10
11	11
11	6
11	9
11	5
11	16
11	14
11	20
11	12
11	10
11	3
11	8
11	13
11	9
11	11
11	15
11	7
11	14
11	10
11	18
11	2
11	8
11	12
11	17
11	9
11	11
11	4
11	13
11	16
11	10
11	6
11	19
11	7
11	9
11	8
11	14
11	11
11	12
11	13
8	21
11	6
11	10
11	5
11	9
11	15
11	11
11	7
11	16
11	8
11	14
11	12
11	9
11	10
11	6
11	13
10	21
11	11
9	21
11	4
11	5
11	7
11	8
11	12
11	15
11	10
11	17
11	9
11	13
11	7
11	8
11	11
11	16
11	14
11	12
11	6
11	5
11	10
11	18
11	9
11	13
11	8
11	11
11	7
11	15
11	12
11	4
11	19
11	17
11	9
11	10
11	8
11	6
11	14
11	11
11	7
11	20
11	12
11	10
11	9
11	13
11	3
11	8
11	15
11	16
11	6
11	11
11	10
11	14
11	9
11	12
11	5
11	13
11	7
11	8
11	11
10	21
11	10
11	9
11	18
11	15
11	6
11	14
11	4
11	7
11	17
11	11
11	5
11	10
11	12
11	13
11	8
11	16
11	9
11	7
11	19
11	11
11	10
11	14
11	8
11	9
11	6
11	12
11	13
11	15
11	5
11	18
11	11
11	7
11	10
11	8
11	9
11	16
11	12
11	14
11	13
11	3
11	6
11	15
11	7
11	11
11	10
11	12
11	8
11	17
11	4
11	9
11	13
9	21
11	11
11	10
11	6
11	8
11	20
11	12
11	7
11	9
11	14
11	16
11	5
11	13
11	11
11	10
11	8
7	21
11	7
11	9
11	6
11	15
11	19
11	12
11	5
11	14
11	10
11	11
11	4
11	9
11	8
11	13
11	17
11	7
11	12
11	15
11	10
11	9
11	18
11	11
11	6
11	14
11	8
11	7
11	16
11	13
11	2
11	12
11	10
10	21
11	9
11	11
11	5
11	8
11	6
11	17
11	14
11	13
11	12
11	10
11	9
11	7
11	8
11	6
11	15
11	16
11	11
11	18
11	12
11	10
11	9
11	7
11	5
11	14
11	4
11	11
11	13
11	20
11	8
11	12
11	15
11	9
11	10
11	11
11	3
8	21
11	8
11	16
11	7
11	13
11	12
11	10
11	6
11	19
11	9
11	11
11	8
11	14
11	7
11	15
11	5
11	13
11	10
11	17
11	18
11	6
11	9
11	8
11	11
11	12
11	4
11	14
11	7
11	13
11	10
11	16
11	6
11	9
11	15
11	11
11	12
11	8
11	10
11	9
11	5
10	21
11	7
11	14
11	13
9	21
11	8
11	11
11	6
11	10
11	17
11	12
11	9
11	19
11	5
11	14
11	7
11	11
11	10
11	8
11	13
11	15
11	9
11	16
11	1
11	4
11	12
11	17
11	7
11	11
11	6
11	10
11	14
11	13
11	8
11	9
11	12
11	15
11	11
11	10
11	3
11	7
11	18
11	16
11	6
11	8
11	12
11	9
11	20
11	13
11	5
11	11
11	10
11	17
11	7
11	8
11	14
11	9
11	12
11	15
11	6
11	16
11	19
11	11
11	8
11	10
11	4
11	13
11	9
11	14
11	12
11	7
11	11
11	10
11	18
11	15
11	5
11	8
11	6
11	13
11	9
11	7
11	12
11	11
11	10
11	16
11	5
10	21
11	8
11	9
11	14
11	7
11	3
11	13
11	11
11	15
11	6
11	12
11	10
11	9
11	20
11	14
11	8
11	13
11	7
11	11
11	9
11	10
11	17
9	21
11	4
6	21
11	6
11	12
11	8
11	18
11	9
11	14
11	11
11	10
11	7
11	5
11	12
11	13
11	6
11	8
11	15
11	16
11	11
11	9
11	4
11	10
11	17
11	19
11	8
11	7
11	5
11	12
11	13
11	14
11	9
11	10
11	8
11	15
11	11
11	16
11	6
11	12
11	13
10	21
11	7
11	9
11	5
11	10
11	17
11	11
11	8
11	14
11	7
11	15
11	6
11	12
11	9
11	10
11	13
11	18
11	8
11	11
11	7
11	12
11	16
11	10
11	4
11	14
11	6
11	20
11	9
11	13
11	2
11	8
11	11
11	12
11	10
11	15
11	3
11	7
11	9
11	14
11	5
11	19
11	11
11	13
11	10
11	8
11	9
11	6
11	16
11	12
11	7
11	15
11	14
11	11
11	13
11	8
11	9
11	10
11	5
8	21
11	17
11	18
11	11
11	6
11	12
11	7
11	10
10	21
11	8
11	14
11	9
11	13
11	11
11	12
11	7
11	6
11	4
11	10
11	15
11	8
11	16
11	17
11	9
11	11
11	5
11	7
11	18
11	12
11	10
11	13
11	6
11	8
11	9
11	14
11	11
11	15
11	12
9	21
11	7
11	10
11	4
11	5
11	8
11	13
11	16
11	9
11	14
11	17
11	11
11	12
11	6
11	8
11	10
11	19
11	7
11	13
11	9
11	15
11	11
11	10
11	3
11	14
11	8
11	16
11	9
11	12
11	6
11	11
11	10
11	20
11	13
11	18
11	5
11	4
11	7
11	15
11	8
11	9
11	12
11	11
11	14
11	10
11	6
11	7
11	17
11	9
11	13
11	12
11	8
11	5
11	16
11	14
11	11
11	7
11	10
11	6
11	9
10	21
11	13
11	8
11	12
11	15
11	11
11	7
11	5
11	19
11	9
11	10
11	20
11	16
11	8
11	12
11	6
11	11
11	3
11	13
11	9
11	14
11	10
11	15
11	8
11	7
11	12
11	17
11	4
8	21
11	11
11	9
11	10
11	8
11	13
11	6
11	18
7	21
11	7
11	14
11	5
11	19
11	11
11	9
11	4
11	10
11	12
11	15
11	8
11	13
11	16
11	6
11	14
11	10
11	7
11	11
11	9
11	12
11	8
11	15
11	13
11	10
11	5
11	14
11	11
11	7
11	9
11	6
11	17
11	12
11	13
11	10
11	16
11	8
11	7
11	15
11	5
11	11
11	9
11	12
11	14
11	10
11	2
11	6
11	13
9	21
11	8
11	9
11	11
11	12
11	18
11	17
11	7
11	8
11	10
11	16
11	9
10	21
11	4
11	11
11	6
11	14
11	12
11	13
11	3
11	7
11	10
11	8
11	15
11	9
11	18
11	11
11	5
11	12
11	10
11	17
11	8
11	7
11	16
11	13
11	6
11	9
11	14
11	11
11	12
11	10
11	8
11	15
11	7
11	19
11	5
11	9
11	6
11	13
11	11
11	14
11	4
11	20
11	10
10	21
11	8
11	9
11	12
11	15
11	11
11	7
11	10
11	5
11	13
11	14
11	6
11	8
11	9
11	18
11	12
11	16
11	11
11	15
11	7
11	8
11	10
11	9
11	6
11	13
11	14
11	12
11	11
11	17
11	4
11	10
11	7
11	9
11	8
11	19
11	13
11	11
11	5
11	16
11	12
11	10
11	7
11	15
11	6
11	9
11	3
11	8
11	14
11	13
11	17
11	12
11	11
11	9
11	7
11	10
11	5
11	16
11	20
9	21
11	8
11	13
11	4
11	6
11	11
8	21
11	14
11	10
11	9
11	12
11	8
11	15
11	7
11	11
11	6
11	18
11	10
11	13
11	9
11	17
11	12
11	8
11	5
11	11
11	7
11	14
11	10
11	15
11	9
11	13
11	6
11	16
11	8
11	12
11	2
11	11
11	14
11	10
11	7
11	9
11	19
11	8
11	15
11	12
11	5
11	11
11	18
11	10
11	7
11	13
11	3
11	4
11	14
10	21
11	9
11	17
11	6
11	12
11	10
11	11
11	8
11	7
11	13
11	20
11	16
11	9
11	6
11	12
11	10
11	15
11	8
11	14
11	11
11	9
11	7
11	13
11	5
11	19
11	12
11	18
11	10
11	6
11	8
11	9
11	11
11	16
11	4
11	15
11	13
11	10
11	7
11	8
11	12
11	9
11	14
9	21
11	5
11	11
11	6
11	17
11	10
11	8
11	7
11	16
11	9
11	13
11	12
11	11
11	14
10	21
11	5
11	8
11	7
11	10
11	15
11	6
11	9
11	20
11	11
11	12
11	4
11	13
11	14
11	17
11	8
11	7
11	10
